logical_id,event_datetime,reviewer,event_type,gate,criterion_before,criterion_after,notes,evidence_path
938_SCOPUS,2026-08-15 23:16:15,HB,REVISAO_DECISAO,B,E6,E6,"Exclusao mantida, fundamentacao reforcada. A decisao original de 2026-08-15 21:49:13 invocava a formula generica de que o LLM nao seria componente substantivo. Com o resumo recuperado, a cadeia de producao ficou explicita: os requisitos vieram de revisao sistematica e entrevistas, a matriz morfologica gerou o modelo UML, e so entao a IA generativa entrou a jusante, como consumidora, via servidor MCP para recuperacao de informacao. O LLM nao propoe, nao gera e nao revisa elementos portadores de significado. Passa a citar explicitamente a RF-02.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
938_SCOPUS,2026-08-15 23:16:15,HB,PROVENIENCIA,B,,E6,"Momento reconstruido. Fonte: revisao pontual de 2026-08-15, datada pelo transcript e confirmada pelo mtime do arquivo. Metodo completo no evento global de 2026-08-16 00:05:00.",
076_ACM,2026-08-15 23:49:54,HB,CORRECAO_DADOS,, , ,"Campo AB esvaziado. A recuperacao automatica de resumos gravou neste registro a lista de autores (""Author(s): Prather, James; Leinonen, Juho; ..."") devolvida pela OpenAlex no lugar do resumo. Detectado pelo teste de sobreposicao lexical entre titulo e resumo. Preferiu-se o campo vazio a um resumo falso, que levaria a triagem a decidir sobre texto que nao e do artigo. O registro permanece excluido por E2, decisao que nao dependia do resumo.",acm_abstracts_recovered.json
*,2026-08-16 00:05:00,HB,PROVENIENCIA,, , ,"Migracao do esquema de triagem. O inventario passou de um campo unico (filter_1, filter_1_date, filter_1_observations) para doze campos de portao (gate_a/b/c x outcome, reviewer, datetime, notes). As 338 observacoes existentes foram realocadas para o portao que decidiu cada caso: 335 para gate_a_notes e 3 para gate_b_notes. As 47 colunas comuns foram conferidas celula a celula contra o backup, com zero divergencias, e a coerencia entre os desfechos de portao e as colunas derivadas excluded e exclusion_criteria foi verificada em todos os registros, tambem com zero divergencias. O campo gate_a_datetime dos registros que passaram recebeu 22:03:19, momento em que a ultima varredura do Portao A (E4) se completou, e nao um horario individual de leitura que nao existiu.",backups/custom_automated_search_collection_20260815_2359_pre_gates.csv
*,2026-08-16 00:05:00,HB,PROVENIENCIA,,,,"Momento reconstruido, nao capturado no ato da decisao. Os campos de portao so passaram a existir em 2026-08-16; ate entao o inventario registrava apenas a data (2026-08-15), sem hora. A reconstrucao cruzou tres fontes: (1) os backups datados em search/automated/backups/, que delimitam a janela de cada registro pelo ultimo snapshot em que ele ainda nao tinha criterio e o primeiro em que ja tinha; (2) o transcript da sessao de trabalho, que datou cada escrita no CSV; (3) o mtime dos arquivos. O fuso foi conferido em UTC-3. Duas heuristicas foram descartadas no processo: atribuir o horario pelo ID citado literalmente no script super-casava, porque qualquer script que apenas mencionasse o registro reivindicava a decisao (aparecia E4 datado de 15:56, impossivel, pois o snapshot das 22:02 prova que ainda nao estava excluido); e validar so o limite superior da janela era insuficiente, sendo necessario validar tambem o inferior. Precisao final: para os 151 registros decididos antes do primeiro backup, o horario e o da varredura em lote que os decidiu, que e o horario correto da operacao mas nao distingue registro a registro — eles foram, de fato, decididos no mesmo instante. Para os demais, o horario foi validado contra os snapshots. Momentos registrados a partir de 2026-08-16 sao capturados no ato.",backups/; ~/.claude/projects/.../6d94682d-b83f-477e-b268-293cbf4d7278.jsonl
185_ACM;230_ACM;288_ACM;345_ACM;346_ACM;357_ACM;362_ACM;378_ACM;379_ACM;382_ACM;385_ACM;391_ACM;392_ACM;393_ACM;394_ACM;395_ACM;398_ACM;400_ACM;402_ACM;404_ACM;405_ACM;408_ACM;412_ACM;413_ACM;414_ACM;415_ACM;416_ACM;417_ACM;419_ACM;421_ACM;424_ACM;426_ACM;428_ACM;429_ACM;430_ACM;432_ACM;433_ACM;434_ACM;435_ACM;436_ACM;438_ACM;440_ACM;441_ACM;443_ACM;445_ACM;446_ACM,2026-08-16 00:30:06,HB,DECISAO_GATE,B2,,E6,"Exclusao em lote de 46 registros por E6, decidida em B2. Nenhum dos 46 apresenta termo do bloco LLM em titulo, resumo ou palavras-chave. Antes de aplicar, verificou-se que todos tem resumo utilizavel e sao de 2022 em diante, de modo que a ausencia de LLM nao decorre de metadado faltante nem de escopo temporal. Investigou-se tambem a hipotese de que o cluster estivesse no corpus por erro de ingestao, e ela foi descartada: a contagem da origem confere com o log de validacao da busca, e a recuperacao se explica pela configuracao aceita, em que os blocos UML e geracao foram buscados em texto completo enquanto o bloco LLM ficou restrito aos metadados, somada aos nomes proprios nus do bloco LLM. Trata-se, portanto, de custo de precisao previsto, e nao de defeito de corpus. Registros do mesmo padrao sem resumo utilizavel ficaram fora da leva.",protocol/screening_manual_v1.md secao 6
007_ACM;171_ACM;319_ACM;411_ACM;495_IEEE;509_IEEE;568_IEEE;573_IEEE;611_IEEE,2026-08-16 00:43:46,HB,DECISAO_GATE,B1,,E7,"Exclusao de 9 registros por E7, decidida em B1. Em todos, os autores nomeiam explicitamente a notacao de saida — GRL, BPMN, feature model, DFD, SysML v2, SIG, entidade-relacionamento, C4 e propriedades CTL — e nenhum dos tres campos traz elemento UML separavel. Em varios deles o I2 e o I4 estao satisfeitos: ha LLM nomeado com autoridade semantica e entrada textual. A falha e exclusivamente de saida (I5), e a regra de ouro 5 proibe rotula-la como E6.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
295_ACM;351_ACM;384_ACM;407_ACM,2026-08-16 00:43:46,HB,REVISAO_DECISAO,B2,E7 (proposta do script),E6,"Quatro registros que o script de apoio propos excluir por E7 foram reclassificados para E6 em B2. O script disparou por detectar SysML na saida, mas o B1 nao decide com clareza esses casos: o SysML v1 e perfil de UML e reusa do metamodelo UML os diagramas de atividade, sequencia, maquina de estados e caso de uso, de modo que afirmar ausencia de componente UML separavel exigiria certeza que o resumo nao oferece. Ja o B2 decide sem ambiguidade: nenhum dos quatro apresenta termo do bloco LLM nem vocabulario de inteligencia artificial em titulo, resumo ou palavras-chave. Sao trabalhos de MBSE e de engenharia dirigida por modelos com transformacoes deterministicas. Aplicada a regra de ouro 3: o criterio primario e o primeiro portao que explica claramente o caso. Todos receberam a flag INCERTO_SAIDA, nao resolvida no B1.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
018_ACM;538_IEEE;539_IEEE,2026-08-16 00:43:46,HB,REVISAO_DECISAO,B,E7 (proposta do script),,"Tres registros que o script de apoio propos excluir por E7 foram RETIDOS. 018_ACM: os modelos de comportamento SysML avaliados sao ACT e SD, isto e, diagrama de atividade e de sequencia, reusados do metamodelo UML — componente UML separavel, B1 resolvido pelo primeiro caso; passou os quatro subportoes e recebeu EVIDENCIA=EXPLICITA. 538_IEEE: o Mermaid e sintaxe portadora e nao notacao, como o PlantUML, que a definicao operacional do protocolo admite quando destinado a codificar UML; o resumo nao declara o tipo de diagrama, logo o caso e o terceiro do B1 e nao o segundo — retido com INCERTO_SAIDA. 539_IEEE: alem da mesma indeterminacao de saida, o resumo diz ""Generative AI"" mas descreve treinar modelo de NLP com dados rotulados, o que pela RF-01 seria E6; houve hesitacao genuina e a regra de ouro 1 mandou reter, com INCERTO_PAPEL_LLM e INCERTO_SAIDA.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
018_ACM;495_IEEE,2026-08-16 00:43:46,HB,INTERPRETACAO_PROTOCOLO,B1,,,"Fixada a distincao entre SysML v1 e SysML v2 para efeito do B1. O E7 do protocolo (l. 1245) nomeia SysML, mas a definicao operacional de ""UML diagram"" admite excecao quando o componente UML e separavel. O SysML v1 e perfil de UML: seus diagramas de comportamento sao reusados do metamodelo UML, de modo que ha componente separavel sempre que o relato nomeie um deles. O SysML v2 rompe essa filiacao — e linguagem autonoma construida sobre o KerML, sem reuso do metamodelo UML — e nao oferece componente separavel. A regra foi aplicada de forma simetrica nesta leva: 018_ACM, que nomeia ACT e SD do SysML v1, foi retido; 495_IEEE, que trata de SysML v2, foi excluido por E7. Registros de SysML v1 que nao nomeiam o tipo de diagrama nao sao decididos no B1 e seguem com INCERTO_SAIDA.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
022_ACM;030_ACM;062_ACM;098_ACM;116_ACM;122_ACM;130_ACM;133_ACM;145_ACM;167_ACM;188_ACM;195_ACM;199_ACM;200_ACM;202_ACM;204_ACM;208_ACM;209_ACM;220_ACM;228_ACM;252_ACM;275_ACM;283_ACM;289_ACM;310_ACM;311_ACM;312_ACM;331_ACM;340_ACM;361_ACM;501_IEEE;520_IEEE;522_IEEE;575_IEEE;618_IEEE;632_IEEE;640_IEEE;652_IEEE;684_IEEE;722_IEEE,2026-08-16 00:52:38,HB,REVISAO_DECISAO,B1,E9 (proposta do script),E7,"Reclassificacao em lote de 40 registros que o script de apoio propusera excluir por E9 no B4. O script disparou por detectar sinal de entrada nao textual (codigo-fonte, repositorio, imagem, log) sem antes confirmar o portao da saida, invertendo a ordem do fluxograma. Verificada a varredura dos tres campos, nenhum dos 40 apresenta uma unica ocorrencia de UML ou de tipo de diagrama do metamodelo UML, de modo que nao ha componente UML separavel e o B1 decide antes de o B4 ser alcancado. Aplicada a regra de ouro 3 (criterio primario e o primeiro portao que explica claramente o caso) e a regra de ouro 5 (falha de saida e I5/E7, nao E6 nem E9). Em varios deles o I2 e o I4 estao satisfeitos. Todos os 40 possuem resumo, portanto nenhuma exclusao se apoia em dado ausente. Restam 21 registros do bloco original, que tem mencao a UML e serao lidos individualmente.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
159_ACM;736_IEEE;782_SCOPUS;792_SCOPUS;873_SCOPUS;908_SCOPUS;936_SCOPUS;953_SCOPUS;969_SCOPUS,2026-08-16 09:55:59,HB,INTERPRETACAO_PROTOCOLO,B4,,E9,"Delimitacao de escopo fixada pela pesquisadora em funcao do fenomeno observado na pesquisa: o objeto da revisao e a SINTESE DIRETA de conteudo UML por LLM a partir de especificacoes textuais em linguagem natural — requisitos, user stories, cenarios, problem statements ou descricoes textuais de dominio. Por consequencia, engenharia reversa a partir de codigo-fonte e formalizacao a partir de imagem ficam FORA do escopo, mesmo quando medem qualidade de UML gerada por LLM com metricas explicitas. A decisao foi tomada com ciencia do custo: sai deste bloco um conjunto de estudos metodologicamente fortes (873, ChatGPT em 40 sistemas com 90 por cento de classes e 66 por cento de associacoes; 936, GPT-4 contra abstracao de especialistas em 4452 elementos; 782, cinco LLMs com acuracia, consistencia e F1; 953, imagens de diagramas desenhados a mao; 792, CodeT5 e generalizacao entre linguagens). A alternativa considerada e recusada era emendar o I4 para admitir entrada nao textual, o que alargaria o escopo de ""sintese de UML a partir de especificacao"" para ""geracao de UML por LLM em geral"". Estes 9 registros ficam nomeados neste evento e sao recuperaveis sem re-triagem caso o I4 venha a ser emendado.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
265_ACM;826_SCOPUS;897_SCOPUS;980_SCOPUS,2026-08-16 09:55:59,HB,DECISAO_GATE,B3,,E8,"Quatro registros excluidos por E8 no B3: a UML e insumo e o LLM apenas avalia, classifica ou diagnostica, sem produzir nem alterar conteudo de modelo. 265_ACM correcao automatica de diagramas, retida a flag INCERTO_SAIDA porque a notacao das submissoes nao foi resolvida, embora irrelevante para o desfecho; 826_SCOPUS deteccao de padroes GoF com modelos UML como input declarado, sendo a extracao dos modelos feita por MDE e nao por LLM; 897_SCOPUS ChatGPT-4o respondendo exercicios cujos artefatos incluem diagramas de classes e de sequencia; 980_SCOPUS ArchCrafter analisando codebases e diagramas UML para apontar falhas arquiteturais.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
779_SCOPUS;846_SCOPUS;977_SCOPUS,2026-08-16 09:55:59,HB,DECISAO_GATE,B3,,E7,"Tres registros excluidos por E7 no B3, direcao inversa a investigada: a UML entra e o produto e codigo. 779_SCOPUS gera codigo executavel a partir de imagens de diagramas de estado desenhados a mao; 846_SCOPUS converte imagens de diagramas de classes em arquivos Java com GPT-4-Vision; 977_SCOPUS avalia GPT-4o, Gemini e DeepSeek em UML-to-Java, tratando a UML como variavel independente de qualidade controlada e nao como objeto de avaliacao. O desfecho foi registrado como B3_E7 e nao B1_E7 porque havia UML no estudo, so que na entrada — distincao que a secao 6.1 do manual exige preservar.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
808_SCOPUS;889_SCOPUS,2026-08-16 09:55:59,HB,DECISAO_GATE,B1,,E7,"Dois registros excluidos por E7 no B1. 808_SCOPUS: o LLM deriva modelos de GUI em IFML a partir de imagens de mock-up; a UML citada pertence a outra camada do arcabouco BESSER, nao e gerada pelo LLM nem medida, logo nao ha componente UML separavel. 889_SCOPUS: taxonomia e arcabouco de avaliacao automatizada de respostas abertas de estudantes, sem qualquer artefato de modelagem; a ocorrencia lexical de UML nao corresponde a uso substantivo.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
787_SCOPUS;822_SCOPUS;900_SCOPUS,2026-08-16 09:55:59,HB,DECISAO_GATE,B,,,"Tres registros RETIDOS apos percorrer os quatro subportoes do Portao B. 787_SCOPUS benchmarking de ferramentas de IA generativa nas fases da engenharia de software, com UML Generation nas palavras-chave e metricas fartas, retido com CANDIDATO_E10 porque a UML e uma tarefa entre muitas e pode nao se separar na extracao. 822_SCOPUS papel do GitHub Copilot no trabalho do arquiteto, com sete tipos de diagrama UML nomeados e avaliacao de alinhamento a principios, retido com INCERTO_ENTRADA porque o resumo nao declara o que entra no processo — questao que se tornou decisiva apos a delimitacao de escopo fixada nesta data. 900_SCOPUS interpretador de modelos conceituais em que Llama 2 e ChatGPT 4 geram sintaxe PlantUML renderizada em interface conversacional, admitido pela regra do protocolo (l. 174) que aceita PlantUML quando destinado a codificar UML.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
001_ACM;006_ACM;008_ACM;009_ACM;010_ACM;012_ACM;013_ACM;014_ACM;016_ACM;017_ACM;020_ACM;023_ACM;024_ACM;025_ACM;026_ACM;029_ACM;033_ACM;034_ACM;035_ACM;037_ACM;038_ACM;039_ACM;040_ACM;041_ACM;042_ACM;043_ACM;044_ACM;047_ACM;049_ACM;052_ACM;053_ACM;055_ACM;064_ACM;065_ACM;066_ACM;069_ACM;070_ACM;071_ACM;072_ACM;073_ACM;074_ACM;079_ACM;082_ACM;083_ACM;084_ACM;085_ACM;087_ACM;088_ACM;094_ACM;095_ACM;096_ACM;103_ACM;104_ACM;105_ACM;107_ACM;109_ACM;111_ACM;112_ACM;114_ACM;115_ACM;117_ACM;118_ACM;119_ACM;120_ACM;123_ACM;124_ACM;125_ACM;126_ACM;129_ACM;132_ACM;135_ACM;139_ACM;140_ACM;142_ACM;143_ACM;144_ACM;147_ACM;148_ACM;149_ACM;150_ACM;151_ACM;152_ACM;153_ACM;155_ACM;157_ACM;160_ACM;162_ACM;163_ACM;164_ACM;166_ACM;168_ACM;172_ACM;173_ACM;175_ACM;176_ACM;177_ACM;180_ACM;181_ACM;183_ACM;184_ACM;186_ACM;187_ACM;189_ACM;190_ACM;191_ACM;194_ACM;197_ACM;198_ACM;201_ACM;203_ACM;205_ACM;206_ACM;207_ACM;211_ACM;212_ACM;213_ACM;214_ACM;218_ACM;219_ACM;223_ACM;224_ACM;225_ACM;227_ACM;231_ACM;233_ACM;236_ACM;237_ACM;239_ACM;240_ACM;241_ACM;242_ACM;243_ACM;244_ACM;246_ACM;247_ACM;248_ACM;249_ACM;250_ACM;251_ACM;253_ACM;254_ACM;256_ACM;257_ACM;258_ACM;259_ACM;261_ACM;262_ACM;263_ACM;264_ACM;266_ACM;267_ACM;268_ACM;269_ACM;270_ACM;271_ACM;272_ACM;274_ACM;276_ACM;277_ACM;278_ACM;279_ACM;280_ACM;282_ACM;284_ACM;285_ACM;291_ACM;293_ACM;294_ACM;297_ACM;298_ACM;299_ACM;300_ACM;301_ACM;302_ACM;303_ACM;304_ACM;308_ACM;309_ACM;313_ACM;314_ACM;315_ACM;316_ACM;317_ACM;318_ACM;320_ACM;321_ACM;323_ACM;325_ACM;327_ACM;330_ACM;332_ACM;333_ACM;334_ACM;335_ACM;336_ACM;337_ACM;338_ACM;343_ACM;344_ACM;347_ACM;348_ACM;349_ACM;350_ACM;352_ACM;353_ACM;354_ACM;356_ACM;358_ACM;360_ACM;365_ACM;366_ACM;367_ACM;370_ACM;371_ACM;372_ACM;373_ACM;374_ACM;381_ACM;387_ACM;403_ACM;406_ACM;425_ACM;468_IEEE;486_IEEE;494_IEEE;496_IEEE;507_IEEE;524_IEEE;526_IEEE;527_IEEE;528_IEEE;531_IEEE;534_IEEE;541_IEEE;543_IEEE;546_IEEE;550_IEEE;551_IEEE;552_IEEE;556_IEEE;559_IEEE;560_IEEE;562_IEEE;565_IEEE;567_IEEE;569_IEEE;571_IEEE;574_IEEE;578_IEEE;580_IEEE;581_IEEE;591_IEEE;593_IEEE;595_IEEE;597_IEEE;601_IEEE;602_IEEE;604_IEEE;605_IEEE;608_IEEE;613_IEEE;614_IEEE;615_IEEE;617_IEEE;620_IEEE;624_IEEE;625_IEEE;627_IEEE;629_IEEE;631_IEEE;633_IEEE;637_IEEE;639_IEEE;643_IEEE;644_IEEE;646_IEEE;647_IEEE;648_IEEE;649_IEEE;651_IEEE;653_IEEE;654_IEEE;655_IEEE;659_IEEE;661_IEEE;663_IEEE;664_IEEE;665_IEEE;666_IEEE;667_IEEE;674_IEEE;676_IEEE;679_IEEE;680_IEEE;681_IEEE;682_IEEE;683_IEEE;685_IEEE;688_IEEE;689_IEEE;690_IEEE;691_IEEE;693_IEEE;696_IEEE;697_IEEE;700_IEEE;702_IEEE;703_IEEE;706_IEEE;708_IEEE;715_IEEE;717_IEEE;718_IEEE;719_IEEE;721_IEEE;726_IEEE;730_IEEE;733_IEEE;735_IEEE;737_IEEE,2026-08-16 09:58:35,HB,REVISAO_DECISAO,B1,E9 (proposta do script),E7,"Varredura sistematica do B1 sobre os 647 registros que restavam sem triagem no Portao B. A particao lexical dos tres campos separou 245 registros com mencao a UML, 18 sem resumo e 384 sem nenhuma mencao. Destes 384, 64 traziam termo de modelagem capaz de encobrir UML por outro nome (class model, conceptual ou domain model, diagrama comportamental, geracao de modelo, MDE, MBSE, metamodelo, requisitos para modelo, ou ""diagram"" generico) e foram retirados do lote para leitura individual, em respeito a regra de ouro 1. Os 320 restantes formam este lote: nenhuma ocorrencia de UML, de tipo de diagrama do metamodelo, de PlantUML ou de XMI, e nenhum termo de modelagem ambiguo. Sem componente UML separavel, o B1 decide pela clausula geral e os subportoes seguintes nao sao alcancados. Amostra de conferencia confirmou o perfil do lote: codificacao de sintomas medicos, grafos de conhecimento, educacao em computacao, classificacao de texto, aconselhamento psicologico — o ruido lexical esperado por desenho da string ampla, documentado na secao 7 do manual. Todos os 320 possuem resumo, portanto nenhuma exclusao se apoia em dado ausente.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
075_ACM;089_ACM;099_ACM;100_ACM;108_ACM;113_ACM;170_ACM;307_ACM;324_ACM;380_ACM;383_ACM;386_ACM;390_ACM;397_ACM;399_ACM;422_ACM;427_ACM;439_ACM,2026-08-16 10:03:14,HB,DECISAO_GATE,B,,,"Dezoito registros ACM sem resumo RETIDOS por indecidibilidade no Portao B, com flag SEM_RESUMO. Nenhum dos quatro subportoes se resolve por titulo e palavras-chave sem atribuir ao trabalho afirmacoes que ele nao fez; excluir seria excluir por ausencia de dado e nao por evidencia contraria, contra a regra de ouro 1. Registrada em cada um a pauta de leitura derivada do sinal do titulo. Perfil do conjunto: oito sao trabalhos de gemeo digital (380, 383, 386, 390, 397, 422, 427, 439), a armadilha lexical ""twin"" documentada na secao 7 do manual, com desfecho provavel E6 no B2 por ausencia de LLM; cinco sao de educacao em computacao (075, 089, 100, 108, 170); dois sao de simulacao de eventos discretos com formalismo DEVS (399, 427); e dois sao candidatos reais que merecem leitura prioritaria — 113_ACM, avaliacao de LLMs de proposito geral para geracao de design a partir de prompts ontologicos, e 099_ACM, arcabouco multi-LLM para requisitos de software. A causa da ausencia e a exportacao da ACM sem campo de resumo; a recuperacao por OpenAlex restituiu 404 dos 454 resumos ACM e nao alcancou estes.",protocol/screening_manual_v1.md
015_ACM;046_ACM;050_ACM;059_ACM;077_ACM;080_ACM;086_ACM;091_ACM;101_ACM;106_ACM;121_ACM;128_ACM;136_ACM;146_ACM;154_ACM;161_ACM;169_ACM;174_ACM;182_ACM;196_ACM;222_ACM;226_ACM;255_ACM;290_ACM;329_ACM;363_ACM;364_ACM;490_IEEE;514_IEEE;585_IEEE;587_IEEE;599_IEEE;621_IEEE;634_IEEE;641_IEEE;713_IEEE;729_IEEE;732_IEEE;816_SCOPUS;855_SCOPUS;860_SCOPUS;883_SCOPUS;946_SCOPUS,2026-08-16 10:11:30,HB,DECISAO_GATE,B1,,E7,"Quarenta e tres registros excluidos por E7 no B1, apos leitura individual. Vinham do subconjunto de 64 que, sem mencao literal a UML, traziam termo de modelagem capaz de encobrir UML por outro nome, e por isso foram retirados do lote automatico de 320. Verificado caso a caso que o termo nao resgata o registro. Notacoes vizinhas que saem por nao terem componente UML separavel: AADL (154), CMMN (490), Object-Process Methodology ISO 19450 (634), PDEVS (713), TLA+ (946), AMPL (046), DSLs de plataformas low-code (196, 222, 182). Automatos finitos da teoria da computacao, distintos de diagramas de maquina de estados UML: 101, 146, 732, 860. Casos em que o termo ""model"" designava outra coisa: 128 (o proprio LLM), 174 (arquitetura interna do arcabouco), 255 (tabelas de banco de dados), 077 (metamodelo da metodologia de ensino, sendo o MDE o assunto ensinado e nao a tecnica). Casos em que o diagrama era ENTRADA e o produto era outro artefato: 086, 136, 514, 587, 729.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
137_ACM;554_IEEE;612_IEEE,2026-08-16 10:11:30,HB,DECISAO_GATE,B3,,,"Tres registros decididos no B3 com INCERTO_SAIDA nao resolvida no B1, padrao ja aplicado a 265_ACM: a duvida sobre a notacao permanece registrada, mas tornou-se irrelevante porque o B3 decide independentemente dela. 137_ACM e 612_IEEE saem por E8, o modelo e insumo e o produto e avaliacao ou resposta; 554_IEEE sai por E7, o diagrama e insumo e o produto sao codigo e testes. Registro que 137_ACM avalia automaticamente a qualidade de diagramas por LLM, tema vizinho ao da revisao, mas com o LLM no papel de avaliador e nao de gerador.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
027_ACM;061_ACM;138_ACM;141_ACM;221_ACM;292_ACM;516_IEEE;518_IEEE;521_IEEE;570_IEEE;582_IEEE;583_IEEE;623_IEEE;626_IEEE;656_IEEE;851_SCOPUS;903_SCOPUS;932_SCOPUS,2026-08-16 10:11:30,HB,DECISAO_GATE,B,,,"Dezoito registros RETIDOS pelo terceiro caso do B1, resumo que nao deixa clara a notacao de saida, com pauta de leitura individual registrada em cada um. Nucleo de modelagem de dominio, o padrao central da revisao a espera apenas de confirmacao da notacao: 027, 061, 138, 141, 221, 521, 623. O 521_IEEE e o de leitura mais prioritaria — entrada explicitamente em linguagem natural e avaliacao comparativa declarada. Casos de fronteira que podem exigir decisao explicita de protocolo: 518_IEEE, geracao de OCL, cuja tabela da secao 4.1 nao lista a OCL embora ela seja linguagem companheira da UML no padrao OMG; e 292_ACM, validade sintatica de modelos gerados por LLM, dimensao de qualidade central para a revisao, mas sobre gramatica nao nomeada. Registro uma CORRECAO DE VARREDURA: 903_SCOPUS nomeia diagrama de atividade e nao deveria ter caido no subconjunto sem mencao a UML; escapou porque grafa ""activity-diagram"" com hifen e a expressao regular exigia espaco. A leitura individual do bloco corrigiu o erro, mas ele indica risco residual de falso negativo por hifenizacao nos lotes automaticos.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
493_IEEE;499_IEEE;506_IEEE;508_IEEE;511_IEEE;512_IEEE;517_IEEE;523_IEEE;530_IEEE;532_IEEE;535_IEEE;553_IEEE;557_IEEE;561_IEEE;566_IEEE;576_IEEE;577_IEEE;579_IEEE;588_IEEE;596_IEEE;606_IEEE;607_IEEE;609_IEEE;622_IEEE;635_IEEE;636_IEEE;638_IEEE;657_IEEE;660_IEEE;662_IEEE;668_IEEE;672_IEEE;677_IEEE;686_IEEE;687_IEEE;701_IEEE;704_IEEE;707_IEEE;709_IEEE;712_IEEE;716_IEEE;724_IEEE;731_IEEE;764_SCOPUS;783_SCOPUS;899_SCOPUS;902_SCOPUS,2026-08-16 10:20:23,HB,DECISAO_GATE,B1,,E7,"Quarenta e sete registros EXCLUIDOS por E7 em B1, do bloco de 60 em que a unica ocorrencia de UML estava nas palavras-chave e nao no titulo ou no resumo. Achado metodologico do bloco: em 43 registros do IEEE, a correspondencia vinha exclusivamente do descritor ""Unified modeling language"" do vocabulario controlado do IEEE Xplore, atribuido pelo indexador entre termos genericos (Training, Accuracy, Codes, Semantics) e jamais declarado pelos autores. Em 21 desses 43 a causa e identificavel: sao trabalhos biomedicos que usam o UMLS, Unified Medical Language System, tesauro do NIH sem relacao com a Unified Modeling Language; a colisao de sigla propagou-se para a indexacao. E armadilha lexical nova, a acrescentar a secao 7 do manual. Os outros 4 sao do Scopus e caem por razao propria: 764 tem PlantUML como palavra-chave autoral mas produz regras de base de conhecimento, 783 e 899 tem ""timing diagrams"" de eletronica digital que nao sao do metamodelo UML, e 902 gera Verilog. Todos os 47 possuem resumo, portanto nenhuma exclusao se apoia em dado ausente.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
915_SCOPUS;960_SCOPUS,2026-08-16 10:20:23,HB,DECISAO_GATE,B2,,E6,"Dois registros EXCLUIDOS por E6 em B2, ambos com UML declarada como palavra-chave pelos autores e portanto sem artefato de indexacao. Em 915_SCOPUS os proprios autores contrapoem expressamente o seu metodo aos LLMs (""Unlike statistical approaches ... such as Large Language Models""), de modo que nao ha modelo de linguagem no trabalho; registre-se que o B1 ficou indeciso e que a exclusao nao se apoia nele, aplicada a regra de ouro 3 na sua formulacao exata (primeiro portao que explica CLARAMENTE o caso). Em 960_SCOPUS a UML e notacao com que os autores documentaram o projeto do sistema e a IA generativa e uma funcionalidade de chatbot para consultas de usuario final: coocorrencia sem relacao produtiva, decidida pela RF-02. O 960_SCOPUS constava como pendencia de decisao em texto completo desde sessao anterior; fica decidido no resumo.",protocol/screening_manual_v1.md
563_IEEE;743_SCOPUS;832_SCOPUS;871_SCOPUS;881_SCOPUS;890_SCOPUS;892_SCOPUS;893_SCOPUS;916_SCOPUS;929_SCOPUS;957_SCOPUS,2026-08-16 10:20:23,HB,DECISAO_GATE,B,,,"Onze registros RETIDOS do bloco de 60. Quatro sao candidatos centrais da revisao, todos com UML declarada pelos autores e qualidade como objeto: 743_SCOPUS mede o efeito de granularidade e estrategia de prompt sobre a qualidade de modelos de dominio gerados por GPT-4o; 916_SCOPUS (MoRe) nomeia redundancia, inconsistencia e sanidade estrutural de diagramas de classes gerados; 893_SCOPUS gera modelos de casos de uso avaliados por cinco profissionais; 957_SCOPUS avalia Llama 4, Gemini 2.0 e o3 na geracao de arquitetura a partir de requisitos nao estruturados. Tres retencoes sao por indecidibilidade do B1: 563_IEEE gera ""process models"" sem nomear a notacao (terceiro caso do B1; se BPMN, E7); 890_SCOPUS e enunciado de estudo de caso didatico em que quem modela e o leitor; 871_SCOPUS gera DESCRICOES TEXTUAIS de casos de uso, o que abre uma QUESTAO DE PROTOCOLO a fixar antes da extracao: descricao textual de caso de uso, gabarito narrativo nao normatizado pela especificacao da UML e ausente da tabela da secao 4.1 do manual, conta como conteudo UML para efeito do I5? Uma retencao e por incerteza de papel do LLM (832_SCOPUS, pipeline hibrido em que um parser seleciona classes candidatas antes do LLM; se o LLM apenas valida, E6). Duas sao por evidencia a verificar (881_SCOPUS, 892_SCOPUS, este ultimo com resumo de periodo unico). E uma e candidata a E10 (929_SCOPUS, que mede comportamento de interacao e percepcao, e nao propriedade do artefato).",protocol/screening_manual_v1.md
